"","GSM1301444","GSM1301445","GSM1301446","GSM1301447","GSM1301448","GSM1301449","GSM1301450","GSM1301451","GSM1301452","GSM1301453","GSM1301454","GSM1301455","GSM1301456","GSM1301457","GSM1301458","GSM1301459","GSM1301460","GSM1301461","GSM1301462","GSM1301463","GSM1301464","GSM1301465","GSM1301466","GSM1301467","GSM1301468","GSM1301469","GSM1301470","GSM1301471","GSM1301472","GSM1301473","GSM1301474","GSM1301475","GSM1301476","GSM1301477","GSM1301478","GSM1301479"
"NEK10",6.4414206,8.324217,6.8846736,6.5943704,5.581128,5.113524,6.483953,5.8046737,6.329701,4.404862,8.245276,7.362913,7.468714,6.2299933,5.997828,6.710948,5.9270635,5.134721,8.951112,9.418694,9.989092,8.713554,10.27306,6.6177516,8.126666,10.171898,9.609032,9.510833,8.644228,8.8504,8.5273285,7.6220284,9.616542,10.403826,8.590375,9.217513
"ZNF542",8.499894,7.455561,7.3007283,8.072936,7.305336,8.026912,7.1003695,8.306007,8.598207,7.4262652,7.8063397,7.982131,8.326868,7.9677124,7.1894846,8.063126,8.398613,8.048039,9.134825,9.15323,8.979448,8.733855,8.850705,9.413018,9.1946125,9.20579,8.79034,8.798362,8.780943,9.150963,9.081792,8.120666,9.126062,8.921553,9.674545,8.924938
"SYCE3",8.709564,9.111692,9.713024,9.138296,8.534921,9.021688,11.062873,9.044543,9.691921,9.082076,8.981052,9.113777,8.722087,9.102358,9.727699,10.174837,9.78238,6.882097,6.703205,6.8676324,7.2533007,8.11441,7.48567,7.565973,7.619562,6.3066044,6.879809,7.250085,7.2581944,7.3902698,7.416835,6.9529243,7.384961,7.3825607,8.811151,7.063825
"BTG3",10.214335,10.86349875,10.99469475,10.73647865,11.9643185,11.3233775,12.130448,11.0607115,11.144988,11.5140755,10.2906917,11.263685,11.2740716,10.7491845,11.8891585,11.29482575,10.9043177,10.7183998,9.1278475,9.781939,9.4949808,9.7857385,9.6519705,10.207297,9.9202288,9.539893,9.83346975,10.14029475,9.38397075,10.02235825,9.6468545,10.99230425,9.630736,9.5426447,10.5302665,9.548339
"PPP1R36",5.585804,5.590866,6.8532066,4.792669,4.761996,4.6455364,5.60193,5.2706203,5.6652894,5.224919,6.2770023,6.252833,5.8842216,5.6965685,5.4122458,5.251704,5.952042,5.457908,7.0931687,7.9063077,8.188443,7.249627,9.403907,5.3952003,6.565122,8.61177,7.5422335,7.5278997,7.1671185,7.0753,6.799117,7.875233,7.3670807,9.04853,7.8787456,8.467917
"CRIP3",9.327912,6.8719835,5.558515,7.180729,8.277735,6.4021235,7.78966,7.8012953,5.6923537,6.4068947,7.868383,7.6868877,7.147738,7.620333,8.2069645,6.499483,6.064315,7.540942,9.979007,9.364567,9.775951,10.178584,9.971503,9.950396,10.35328,7.3623934,9.674382,9.188169,9.580757,10.707064,10.171018,7.6713777,9.620169,10.412466,9.780321,10.371906
"ITIH3",8.4607725,7.8975368,6.7579846,8.266686,7.0491023,7.2675796,5.903235,8.452108,9.904175,8.015818,8.75028,6.910743,6.029003,6.1452403,5.269166,6.8827558,7.150089,8.385376,11.0865135,10.016557,9.551923,10.691701,10.090897,10.589356,11.062353,11.220851,9.8270645,9.297504,10.389594,10.429013,10.068202,8.763127,11.092392,10.186029,7.844208,11.11211
"C9orf24",10.231183,12.512691,11.564045,8.289249,8.711733,7.9840918,10.393204,7.9852824,9.270226,8.146817,12.651943,11.521287,7.7743187,7.5827656,9.155227,8.8016615,9.736582,9.052965,13.596834,14.178389,14.868696,13.93456,15.530184,8.957255,12.227827,13.798732,14.115025,14.3878975,13.295869,13.095946,13.19076,11.906249,14.130524,15.237854,13.489417,14.174414
"DKK2",5.8620429,6.99271535,6.2524135,7.7573215,5.3990965,6.7408347,5.810452,7.2275683,5.78274185,7.0203165,7.763391,6.4123173,7.21004025,6.3420478,5.7642493,7.0212655,6.85920465,7.15376035,7.8162279,9.1086965,8.5322685,8.5424365,8.90828525,7.54285425,8.556841,8.3119395,8.762091,7.95018315,8.184656,9.23442365,9.5515555,8.595917,7.5359537,8.09158815,8.2240883,7.3665925
"CCL21",9.137145,9.414715,8.926194,10.587464,8.677881,11.419791,6.928452,12.249671,13.972013,8.749105,11.387049,9.592367,7.442686,8.08765,7.652623,7.685245,10.113591,10.202121,14.619135,13.553652,13.73717,14.995646,14.635246,13.457583,14.467547,10.26969,13.686214,12.945912,15.473639,13.058555,14.090247,12.718413,14.687308,14.430621,11.542796,14.1547985
"ZMYND10",9.211335,10.686358,10.1466675,8.65311,9.057361,7.2933793,8.337567,8.620413,8.211429,7.9601297,11.045979,10.100156,7.758037,8.328683,8.429459,7.719402,8.699557,8.466829,11.921073,12.465017,13.33544,12.170814,14.368668,8.758051,10.601637,11.729019,12.339428,12.889917,11.132394,11.457159,11.235622,10.151303,12.325211,13.700959,11.457798,12.498084
"SORCS1",7.3836102,9.330736,4.4977055,7.19103,4.6463203,3.4718604,5.3423047,7.0241747,4.441852,5.8412833,7.1730223,7.014239,7.174646,5.7182856,4.949452,3.3999188,6.194034,5.9514627,9.308429,9.04245,8.630646,9.460426,9.785422,8.7175,9.547238,8.142425,8.953246,8.704519,9.152636,9.470977,9.426624,9.650153,9.085553,8.609814,7.191987,8.966003
"DRD1",2.9142337,3.2006571,2.7237995,2.7605731,2.7045398,4.2025356,2.9288874,2.9229426,3.3310192,3.1542675,2.8955932,3.0737603,3.3037848,6.043035,2.8046935,3.0544803,2.77657,3.1042652,4.8633947,5.3317266,5.8870697,6.1527886,5.909695,3.9062104,5.9869056,5.6430917,5.0848193,5.4535384,6.030734,5.0793114,6.106635,5.754635,5.7678304,6.4213862,3.0608788,4.4356513
"CDKL2",5.7856545,5.2806787,6.142799,5.887346,6.1068664,7.107306,5.354348,5.660497,4.911453,4.921117,6.1524606,6.0837307,6.5274477,6.131385,6.0690203,5.4682326,5.5336275,5.0358014,7.290093,7.5099607,7.760977,7.5398245,8.141842,8.058169,7.4382544,7.3675804,6.4420247,7.3118353,7.533658,7.531978,6.5023623,6.427335,7.283763,7.9361987,6.122936,7.501825
"ZDHHC14",10.200803,9.0455775,8.94691485,10.10559225,8.6265325,9.3345345,9.460615,10.31352735,9.3468255,8.6800229,9.412107,10.1422505,9.3186505,9.1100325,9.3778592,9.74537,9.01244885,9.50790765,10.6649905,10.51305,10.751217,11.155749,11.000448,10.754355,11.444079,9.8832475,10.74691125,10.596558,11.086125,10.6609735,10.94943,10.635154,11.180885,10.7274235,9.49365,10.564692
"CES4A",6.5578732,6.508521,6.898102,6.244704,6.9670253,5.8586235,6.9873595,6.665388,6.3668766,5.2243347,7.2023683,7.256567,6.3557115,6.916688,6.7793703,6.723682,6.16779,6.3035483,7.816078,7.925577,8.095827,7.846877,9.770549,7.521725,7.8742714,7.442137,7.8607507,8.18999,7.4998236,7.4865937,7.483965,8.007993,7.9349985,8.913444,7.975589,7.8768377
"PCDP1",3.9500077,7.1133804,6.6866374,2.6526186,3.8146873,2.6277175,4.773187,2.6528893,2.64627,2.6421955,6.5708995,6.121448,2.6538963,2.6945038,2.6639786,2.7707496,4.07268,2.6610756,8.191856,9.260722,9.486296,8.550635,10.22856,2.8423758,7.1127925,8.088794,8.515838,8.724884,7.979764,8.021901,7.3469205,6.1502137,8.996255,9.809235,8.384703,8.707272
"PUS7",10.9775675,11.635805,11.3829445,10.967428,11.638087,11.2037205,10.826079,10.841592,10.6847595,12.33162625,12.049647,10.467,10.150094,10.4375315,11.1284695,11.5395495,11.5813795,11.2331395,9.892891,9.9482325,9.84346825,9.9461475,9.4907368,10.574624,10.183044,9.9390105,9.7419355,10.097865,9.85394,9.9915985,10.0272695,10.223417,10.2795955,9.885472,10.1873545,9.636563
"C4orf34",12.947123,12.133333,11.511774,11.916286,13.02496,11.8010435,12.871926,12.625107,12.1771,11.640993,12.0675335,13.311159,12.684595,12.398375,12.359486,12.045779,11.764904,12.2665415,13.505746,13.557264,13.529824,13.363951,13.119632,13.354037,13.616892,12.975167,13.9859295,13.397368,13.534822,14.1244545,13.628659,12.981836,12.973313,13.393473,13.465746,13.613951
"TPPP3",8.668987,10.914589,10.542981,7.1738906,9.276749,8.613362,9.341573,8.408341,10.691957,9.273969,10.795978,10.2098055,6.204507,7.2506204,8.300665,9.132462,8.832809,8.004383,11.928692,12.71945,13.349128,12.812489,14.378981,9.291485,11.044891,12.567771,12.539622,12.757181,11.567144,11.282309,11.713637,11.074264,13.004658,14.090247,11.746026,12.940044
"TMEM232",5.0736627,5.28133,5.66453925,4.251249,5.16399815,3.383192525,4.43738775,4.286819325,4.6129996,4.231874325,5.624475675,5.256308425,3.8514421,4.695923375,5.047857925,3.4186475,4.99316825,4.851021575,5.95962275,7.3103335,7.618892375,6.577821975,7.361447375,4.562815975,5.803832025,6.687413875,7.2205966,6.922407075,6.363420125,6.327750775,6.26153965,5.6195449,7.320940325,7.593653325,6.717129975,6.41925345
"C21orf62",3.8640578,4.0413266,4.0307492,4.2099272,3.5023165,3.74619925,3.70727665,3.156834,3.2671499,3.37382975,3.98665905,3.4202349,4.0517418,3.6813283,4.9286184,3.8419964,3.40278525,4.19630955,8.8117975,5.49874975,7.5414177,8.07364315,4.59409165,5.45182,8.023173,6.70922665,7.4605335,5.81783325,7.669674,7.382396,7.4615805,4.12724635,6.3762325,7.0271695,3.62085775,6.38201785
"MEOX2",6.815496,7.0416417,5.5154266,6.9701195,5.8615627,7.3059688,4.1179905,9.230569,7.798724,7.9905653,9.168983,6.982118,3.2046514,7.5290833,4.70401,7.990865,7.211873,8.017571,10.076913,10.650459,9.946984,9.704544,10.135374,9.747766,10.193689,11.691399,10.173534,9.759502,10.2109585,10.208216,10.695415,9.363429,9.754473,9.503141,8.703962,9.945044
"IDH1",12.994221,13.783799,13.362995,13.00948,13.697714,13.021686,13.667949,13.2729,12.756484,12.801626,11.873142,13.460963,12.741564,13.098415,12.886889,12.973313,14.224646,13.250432,11.731251,11.88467,12.281127,11.809393,11.776057,12.0379305,11.866051,12.5968,12.269176,12.298369,11.887665,11.997254,12.215162,12.379087,12.128445,11.985847,11.4868355,12.286539
"C1orf228",11.106548,9.145438,8.345796,10.233239,8.704519,8.412833,9.023613,10.976272,9.182506,8.317359,10.637716,9.983498,10.038037,10.6856165,9.9057455,7.4131727,9.175385,10.034204,12.854116,11.691578,12.116047,12.012158,12.5793085,11.533338,12.922665,9.612552,11.816463,11.94433,11.921073,11.807745,11.741579,10.735756,11.82774,12.42518,12.525231,11.692252
"PPP1R32",7.5607123,8.562265,8.196721,6.8274784,7.283763,6.7163563,6.564058,7.3956695,7.140595,5.915589,8.366419,7.872532,6.8934236,7.3458953,7.0747437,6.08932,7.0488534,7.3010674,8.981772,9.660749,10.228315,9.807068,11.6521225,7.5006323,8.398338,8.723428,9.574136,9.492417,8.873941,9.079735,9.188807,8.757527,9.657483,10.908506,8.964466,9.223467
"MT3",10.2201383,12.286772,11.133422,12.9383345,10.6821125,10.615676,11.0888305,10.404957,11.371388,10.0244813,12.0895665,13.183098,10.83575,10.1410168,11.3765635,10.98887365,10.4771995,10.6529923,12.7936695,14.4612355,14.501042,15.095763,14.755827,13.655672,14.5711805,11.6126945,13.7980075,13.5655545,14.6292445,14.8821615,13.4542645,12.2167095,13.7785535,14.1417175,11.507744,13.6947445
"LOC283663",15.166797,12.898036,11.848781,13.612378,11.558953,12.436643,11.827459,14.619948,12.50273,10.325563,14.084771,13.991975,12.175842,13.616454,13.002715,10.565552,12.516151,13.037716,15.728685,15.189181,15.716083,16.307402,15.737883,15.893994,16.481707,13.214466,16.41464,15.014316,15.802559,16.08479,16.6852,14.083316,15.297531,15.880645,15.342813,15.606915
"LOC728763",7.738421,10.413759,9.7384405,6.2893867,7.5383563,6.1211767,7.8707685,6.477158,7.9517274,6.558363,10.911006,9.084,5.3409176,4.972278,5.1650114,7.326882,7.126254,7.680681,11.561071,11.599743,12.413615,11.587739,13.397697,8.452321,9.8567095,10.618153,12.1154375,11.909134,10.99753,10.61555,10.915605,9.445853,11.453852,12.962776,11.457159,11.186562
"ARMC4",5.0641309,6.717588,5.8820445,3.47603595,5.21608675,4.6406045,6.0674245,3.52991015,4.5122577,5.72805655,6.3562095,5.7999027,4.21709945,3.73441105,3.96939005,4.88700485,4.37138405,5.28552235,7.5119985,8.42291675,8.7938465,6.8434219,7.7763765,5.0957625,6.341355,7.836364,7.9076798,7.86354125,7.093041,7.36643925,7.23835,6.0421037,7.7846335,8.4396595,7.1219713,7.947918
"ABCC1",9.754261,9.31529,10.532108,9.367702,9.924817,9.825959,10.32378,10.103153,9.979413,9.597462,9.043327,9.802865,9.839476,10.312321,10.297897,9.929513,10.020136,8.815537,8.61631,8.515838,8.4210615,8.8637,8.58864,9.04402,8.817855,7.610317,8.668031,9.101386,8.759751,8.556715,8.704519,8.681058,8.882856,8.763127,9.56096,8.493678
"MYCBPAP",8.10878,9.295491,8.0026245,7.4349337,7.4182534,6.928452,8.865924,7.5192823,8.291037,8.665656,8.788867,8.7684965,7.545508,8.855139,9.266356,6.914097,7.238727,7.2906446,9.829376,10.043927,10.409445,10.155489,11.750909,8.510849,9.516291,10.042783,10.293471,10.11112,10.019102,9.604903,9.833628,8.883348,10.055121,11.308564,10.229697,10.134392
"IGHD",11.592042,8.018266,6.267545,8.34812,6.813174,8.140532,7.5790634,9.967096,6.14168,5.2879176,10.508724,9.648238,7.4346485,8.743878,7.9124856,6.66276,7.3350244,8.653984,11.946552,11.459112,12.385822,12.43768,11.939976,11.903866,12.36209,7.88222,12.052389,11.357254,11.544003,12.351722,12.446663,10.169316,11.647847,12.361745,10.623441,12.911432
"FAM47E",7.817673,9.190933,8.508566,5.8268566,7.489504,6.421916,7.676998,6.4877777,5.378377,5.708521,9.848093,7.980393,4.122201,7.543888,7.536788,7.390022,5.705003,8.021301,10.35308,11.103054,11.85321,10.23982,11.732022,7.1735663,9.12783,11.87649,10.723912,11.108877,9.9222145,10.121627,10.136616,9.307151,10.889002,11.827987,10.2154665,11.105595
"CCDC151",7.6765122,9.246071,8.178794,7.5189805,7.4795136,6.9455433,7.0098796,7.421537,7.292748,6.6493263,9.081792,8.202228,8.259553,8.048265,6.3775115,6.077593,7.7177815,7.388778,9.56015,10.15433,10.507689,10.32685,11.78037,7.848388,8.896905,9.587619,10.279916,10.207369,9.131366,9.438257,9.501689,8.598207,10.217567,11.371705,9.904614,10.063247
"TMEM132C",6.5529675,5.1056204,3.5464816,5.2381754,4.2345133,4.13996,5.914201,5.941026,4.930245,3.873007,5.9184494,6.6668296,5.057659,5.584111,5.8615627,3.0331635,4.888326,5.249922,7.161381,7.205363,7.3815074,7.3668604,8.659425,6.1527886,7.7061434,6.7884808,8.366806,7.3233824,7.3424673,7.6904488,7.948109,9.744767,7.3998313,6.8678427,6.287313,7.130774
"PON3",8.328494,8.120666,6.9389772,7.7789392,7.313749,10.5501795,10.355957,8.9877,9.319407,8.821479,8.96147,8.785895,7.3440323,10.372826,7.3164315,9.198546,7.772744,8.555458,9.962442,12.106852,11.426801,12.390521,11.601669,10.854448,11.409731,11.080739,11.03772,10.778104,12.264652,11.90661,10.495202,10.127306,11.243817,11.325911,8.948341,11.211511
"SCUBE2",9.287313,9.977893,9.373645,10.2134495,7.046882,8.800753,11.138611,9.2540865,8.496089,11.136083,8.879963,9.831835,7.813478,8.131072,7.9276314,9.324094,9.382055,9.39856,10.4806595,12.491367,11.993979,11.95106,12.536695,11.224693,12.401242,10.140879,11.548057,10.93967,12.46178,12.282819,11.952885,11.261317,12.730982,12.307294,9.74647,12.338598
"CCL14",6.928994,9.8564825,7.631221,10.567924,7.846877,10.348154,5.637245,11.988288,10.808134,7.1730223,10.264842,8.117008,4.7694845,8.50444,6.8902454,9.825247,9.5764265,10.653568,12.614006,13.330393,12.881876,12.651943,12.883228,12.50955,12.298369,12.734549,11.871091,12.333247,12.265895,12.403499,13.607351,13.576799,12.182001,11.966668,11.057152,11.599509
"GNA14",6.2963175,6.64423535,6.15882985,6.6061972,6.1068659,7.06168915,5.23367935,7.73760105,6.51016085,4.952583,7.48677205,6.9404995,2.97776375,6.3803975,5.1545673,7.0766265,6.527049,6.99329,8.40943965,8.70341865,9.270345,8.025155,8.86347615,8.1890498,8.36835975,7.98093735,8.5102527,8.5179808,8.02468015,7.902818,8.2638553,9.37892,9.1496655,9.20572,7.47881275,8.7327725
"C17orf110",6.809443,7.1210036,7.9848175,6.2999325,7.1122303,5.417568,6.845568,7.1054773,6.6944623,5.5408177,9.509488,7.847423,7.906582,5.7431483,6.381448,7.1544905,6.7446833,7.3623934,9.952309,10.287065,11.533934,10.066532,11.9759445,7.566903,8.600247,8.354503,11.18833,10.030322,9.464016,8.964003,9.752312,7.7880263,9.4198265,11.039326,9.753317,10.242714
"KRT222",4.6084943,5.302807,3.3849387,5.6222835,5.766156,6.135631,3.7428842,7.046379,7.089315,2.6367865,6.974353,5.873878,3.794482,3.8402104,2.6179614,3.736512,5.0342336,6.453795,7.4362965,8.382224,8.044362,8.246211,8.39954,7.8528295,8.484568,9.067354,8.448325,7.897757,8.176898,6.7621703,8.332188,8.00611,7.933054,7.246997,6.0412183,7.8247285
"KREMEN2",13.58396,14.918418,15.007759,14.058238,14.009522,13.556425,14.743832,13.6791,12.654482,14.536788,10.937391,15.374134,8.112216,15.443513,15.081337,13.0767145,14.549589,12.285522,9.249144,9.295069,9.402866,10.997211,9.650923,9.947694,9.797595,6.5668173,10.205395,12.54149,10.31642,10.328319,10.681808,7.733979,9.771227,9.721902,9.784006,9.044543
"RIBC1",5.6626106,6.24105085,6.1481629,5.8984507,5.7055978,5.47627915,7.0887685,5.4880782,5.52144065,5.8822581,7.2053265,6.96733775,5.73376015,6.2878879,5.8504515,5.4743109,5.66731075,5.4669775,8.10238615,8.42320625,8.8382055,8.0640697,9.6155057,5.801555,7.0726885,7.83652785,8.917702,8.2044035,7.41743785,7.81503725,7.5095235,6.582986,8.27052985,9.8279395,7.71966935,8.856785
"ZMYND12",7.5750484,7.832738,8.050574,6.81158,6.741215,6.640045,7.0212474,7.2474823,6.097843,6.5041304,8.393685,7.9288387,7.2398596,6.905669,6.086294,5.8493805,6.500538,7.3932405,8.819252,9.57731,9.764991,8.9357395,10.879445,7.099288,8.249046,8.97971,9.322606,9.625014,8.627361,8.772719,8.682864,7.86513,9.508817,10.397798,9.29187,8.984688
"NME5",7.0605817,8.493049,8.190429,7.7247195,6.311425,6.2891593,6.6349683,6.6672025,6.704824,5.976424,8.264309,8.235215,3.4718604,5.128028,6.1809735,5.4255314,6.180301,6.1864657,8.8959465,10.340457,10.6856165,9.858581,11.4615965,6.3842144,8.624993,10.014013,9.8564825,9.383461,9.466941,9.442839,9.260722,8.741128,10.364502,11.296133,9.419183,10.230212
"DNAH12",6.41575783333333,8.1188455,7.583754,5.18846646666667,6.35868863333333,5.485983,6.36889556666667,4.71009836666667,5.5180746,5.49281666666667,8.16802823333333,7.522644,5.6910852,6.2086401,5.76988806666667,5.54336933333333,6.09656663333333,6.65343993333333,9.47327706666667,9.58534116666667,10.1521418333333,8.8404459,10.5949386666667,5.58814713333333,7.43170033333333,9.09095466666667,9.6291722,9.5730825,8.68966966666667,8.5218115,8.53104266666667,8.12465976666667,9.13481166666667,10.3688076666667,9.19964416666667,9.27485333333333
"NHS",9.390114,10.508311,9.453718,10.285399,10.470689,10.219397,10.440316,9.396908,9.550905,9.260273,9.241314,9.874794,9.39583,9.924611,9.930759,8.899393,9.437455,10.062472,8.109657,8.6862,8.787168,8.623973,9.0278635,7.8742714,8.1609955,9.374113,8.775351,9.0362625,7.9056635,8.024761,8.732354,9.003051,8.499201,8.7562685,7.8002396,8.379251
"DLEC1",9.046017,11.166071,10.844838,9.305532,8.538066,7.0593615,10.937927,8.984487,9.278055,7.9194417,10.676437,10.183846,8.849718,8.806285,8.668279,8.202228,9.16709,8.363636,12.483334,12.754649,13.4193125,12.662767,14.637161,8.253254,11.4874,12.461489,12.514168,12.999748,12.346041,11.451923,11.331747,11.458551,12.899177,13.950597,12.637231,12.090778
"SLC23A1",5.828825,6.080747,5.545687,5.0020576,4.8131976,6.3315406,4.308102,4.065622,3.6459029,4.2733803,5.4803877,4.739433,5.919076,5.3250265,4.617414,4.300571,4.8260465,5.2480316,6.2688503,6.605689,6.2725086,7.4120007,7.6550913,6.3588214,6.0034065,6.75471,6.178922,7.1774926,6.514471,6.3426948,6.9047866,5.8360896,7.780499,7.4790277,7.021767,6.541483
"UBXN10",6.76727766666667,8.16692426666667,6.97655453333333,5.03592546666667,5.29951493333333,5.8469982,6.1618233,5.24242973333333,6.22911923333333,4.12741466666667,7.35507033333333,6.81868,5.11101153333333,4.62320313333333,3.86610993333333,5.7016843,5.1796709,5.27698306666667,8.23396653333333,9.0386113,9.65410066666667,8.94776383333333,10.3148146666667,5.5372844,7.54032126666667,8.63849266666667,9.2258328,9.2841209,8.34883933333333,8.440072,8.01953733333333,6.936412,9.4919205,10.1953031666667,8.640287,8.8609261
"SNX29",11.3851338,10.3078609,10.15230834,10.7504768,10.2859222,10.5212692,9.9617398,11.1720326,10.9607684,9.59195208,11.3925224,10.6032268,10.7162065,10.594536,10.3960174,10.4303978,10.7349588,10.6877052,12.1629098,11.6564982,11.933406,12.2590166,11.7231582,11.9420357,12.3076474,10.654726,11.8502464,11.5085404,11.8878686,12.305433,12.12104,10.9913388,11.345057,12.0525708,11.445596,12.4905019
"SETBP1",12.1626245,10.245012,10.31270825,11.54632825,11.85576075,11.866011,11.9069445,11.991298,11.3831295,9.6905225,11.1178995,11.821697,10.75342275,11.539576,11.790481,11.503737,10.5494555,11.316069,12.5797855,12.2167835,12.53297,12.718428,12.75739775,12.79773925,13.02323,13.74357225,12.952767,12.3364655,12.587187,12.8035645,12.737685,12.425601,12.494975,12.398452,13.00912175,12.757491
"PCDH9",5.92639515,4.6337503,3.67748165,4.993178,4.39050075,3.88360185,4.6540783,5.2505953,4.1323304,4.0487382,5.17714465,5.15654945,4.90345205,4.6127372,4.35530145,6.15454,4.21322135,4.8282286,6.19290715,5.846495,6.0773231,7.64795815,5.97606435,8.4442798,6.55263775,7.69523085,6.1921919,6.089924,6.3769884,6.558864,6.12652015,5.7216412,6.0761468,6.16379465,7.298436,6.10964845
